,predict
5797,1
5798,0
5799,1
5800,0
5801,0
5802,0
5803,1
5804,1
5805,1
5806,1
5807,0
5808,0
5809,1
5810,0
5811,0
5812,0
5813,0
5814,0
5815,0
5816,1
5817,0
5818,1
5819,1
5820,0
5821,1
5822,0
5823,0
5824,0
5825,0
5826,1
5827,0
5828,1
5829,1
5830,1
5831,1
5832,1
5833,1
5834,0
5835,0
5836,0
5837,1
5838,0
5839,0
5840,0
5841,1
5842,0
5843,1
5844,0
5845,0
5846,1
5847,0
5848,0
5849,1
5850,1
5851,0
5852,0
5853,0
5854,1
5855,1
5856,0
5857,1
5858,1
5859,1
5860,1
5861,0
5862,1
5863,0
5864,1
5865,0
5866,1
5867,1
5868,1
5869,1
5870,0
5871,1
5872,1
5873,1
5874,1
5875,1
5876,0
5877,0
5878,1
5879,1
5880,0
5881,1
5882,1
5883,0
5884,1
5885,1
5886,1
5887,0
5888,1
5889,0
5890,0
5891,1
5892,1
5893,0
5894,0
5895,1
5896,0
5897,1
5898,0
5899,0
5900,0
5901,1
5902,1
5903,1
5904,0
5905,1
5906,1
5907,1
5908,0
5909,0
5910,1
5911,1
5912,0
5913,1
5914,0
5915,1
5916,1
5917,0
5918,0
5919,0
5920,0
5921,1
5922,1
5923,0
5924,1
5925,0
5926,0
5927,0
5928,1
5929,1
5930,1
5931,0
5932,0
5933,1
5934,0
5935,0
5936,0
5937,0
5938,0
5939,0
5940,0
5941,1
5942,0
5943,0
5944,0
5945,1
5946,0
5947,0
5948,0
5949,0
5950,1
5951,1
5952,1
5953,0
5954,0
5955,0
5956,1
5957,1
5958,1
5959,0
5960,0
5961,0
5962,1
5963,0
5964,0
5965,0
5966,1
5967,1
5968,0
5969,1
5970,0
5971,1
5972,0
5973,1
5974,0
5975,1
5976,0
5977,1
5978,1
5979,0
5980,1
5981,0
5982,0
5983,1
5984,1
5985,1
5986,0
5987,0
5988,0
5989,0
5990,0
5991,0
5992,0
5993,0
5994,0
5995,0
5996,0
5997,0
5998,0
5999,0
6000,1
6001,1
6002,0
6003,1
6004,0
6005,1
6006,1
6007,1
6008,0
6009,1
6010,0
6011,1
6012,1
6013,1
6014,1
6015,1
6016,1
6017,1
6018,1
6019,0
6020,1
6021,1
6022,0
6023,1
6024,1
6025,1
6026,0
6027,1
6028,0
6029,1
6030,0
6031,0
6032,1
6033,0
6034,0
6035,0
6036,1
6037,0
6038,1
6039,1
6040,0
6041,1
6042,0
6043,1
6044,0
6045,0
6046,1
6047,0
6048,1
6049,1
6050,0
6051,0
6052,1
6053,1
6054,1
6055,0
6056,1
6057,1
6058,0
6059,0
6060,0
6061,1
6062,0
6063,0
6064,1
6065,0
6066,0
6067,0
6068,0
6069,1
6070,0
6071,1
6072,1
6073,0
6074,1
6075,0
6076,1
6077,0
6078,0
6079,0
6080,0
6081,1
6082,0
6083,0
6084,1
6085,1
6086,1
6087,1
6088,0
6089,0
6090,1
6091,1
6092,1
6093,1
6094,1
6095,1
6096,0
6097,1
6098,1
6099,1
6100,0
6101,1
6102,1
6103,1
6104,0
6105,1
6106,0
6107,1
6108,1
6109,0
6110,1
6111,0
6112,1
6113,1
6114,0
6115,0
6116,0
6117,0
6118,1
6119,1
6120,1
6121,0
6122,1
6123,1
6124,1
6125,0
6126,1
6127,0
6128,1
6129,0
6130,0
6131,1
6132,0
6133,1
6134,1
6135,0
6136,0
6137,1
6138,1
6139,1
6140,0
6141,0
6142,1
6143,0
6144,1
6145,0
6146,0
6147,1
6148,0
6149,0
6150,0
6151,0
6152,0
6153,0
6154,0
6155,1
6156,0
6157,1
6158,0
6159,1
6160,1
6161,1
6162,1
6163,1
6164,0
6165,1
6166,1
6167,1
6168,0
6169,0
6170,0
6171,1
6172,0
6173,0
6174,1
6175,0
6176,1
6177,0
6178,1
6179,0
6180,0
6181,1
6182,0
6183,0
6184,0
6185,1
6186,1
6187,1
6188,1
6189,0
6190,1
6191,1
6192,1
6193,1
6194,0
6195,0
6196,0
6197,1
6198,1
6199,1
6200,1
6201,1
6202,0
6203,1
6204,0
6205,1
6206,0
6207,0
6208,0
6209,1
6210,0
6211,1
6212,0
6213,0
6214,1
6215,0
6216,1
6217,0
6218,1
6219,0
6220,1
6221,0
6222,0
6223,1
6224,1
6225,1
6226,1
6227,0
6228,1
6229,0
6230,1
6231,0
6232,1
6233,1
6234,0
6235,0
6236,1
6237,0
6238,1
6239,1
6240,1
6241,1
6242,0
6243,1
6244,1
6245,1
6246,0
6247,1
6248,1
6249,0
6250,1
6251,1
6252,0
6253,1
6254,1
6255,0
6256,1
6257,0
6258,0
6259,1
6260,1
6261,1
6262,0
6263,1
6264,1
6265,1
6266,0
6267,1
6268,1
6269,1
6270,1
6271,0
6272,0
6273,0
6274,0
6275,1
6276,1
6277,0
6278,1
6279,0
6280,1
6281,0
6282,0
6283,1
6284,0
6285,0
6286,0
6287,1
6288,0
6289,0
6290,0
6291,0
6292,1
6293,0
6294,1
6295,1
6296,1
6297,0
6298,0
6299,0
6300,1
6301,0
6302,1
6303,1
6304,1
6305,0
6306,1
6307,1
6308,0
6309,0
6310,1
6311,1
6312,0
6313,1
6314,1
6315,0
6316,1
6317,0
6318,1
6319,0
6320,1
6321,0
6322,0
6323,1
6324,0
6325,1
6326,1
6327,0
6328,0
6329,0
6330,1
6331,0
6332,0
6333,1
6334,1
6335,0
6336,1
6337,0
6338,0
6339,0
6340,1
6341,1
6342,1
6343,1
6344,1
6345,0
6346,1
6347,1
6348,1
6349,0
6350,0
6351,1
6352,0
6353,1
6354,1
6355,1
6356,1
6357,0
6358,0
6359,0
6360,1
6361,1
6362,1
6363,0
6364,1
6365,1
6366,0
6367,0
6368,1
6369,1
6370,0
6371,1
6372,1
6373,1
6374,1
6375,0
6376,0
6377,1
6378,1
6379,1
6380,1
6381,0
6382,0
6383,1
6384,1
6385,1
6386,1
6387,0
6388,1
6389,0
6390,0
6391,0
6392,1
6393,1
6394,1
6395,1
6396,0
6397,1
6398,1
6399,0
6400,0
6401,0
6402,1
6403,1
6404,1
6405,1
6406,0
6407,0
6408,0
6409,1
6410,0
6411,1
6412,0
6413,0
6414,1
6415,1
6416,0
6417,0
6418,1
6419,1
6420,0
6421,1
6422,1
6423,0
6424,0
6425,1
6426,0
6427,1
6428,0
6429,0
6430,0
6431,1
6432,1
6433,0
6434,1
6435,0
6436,1
6437,0
6438,1
6439,0
6440,1
6441,1
6442,1
6443,0
6444,0
6445,0
6446,0
6447,1
6448,0
6449,1
6450,0
6451,1
6452,1
6453,0
6454,1
6455,1
6456,0
6457,0
6458,0
6459,1
6460,1
6461,0
6462,1
6463,1
6464,0
6465,0
6466,1
6467,0
6468,0
6469,0
6470,1
6471,1
6472,0
6473,0
6474,0
6475,0
6476,1
6477,0
6478,0
6479,0
6480,0
6481,0
6482,0
6483,0
6484,0
6485,1
6486,1
6487,1
6488,1
6489,0
6490,0
6491,0
6492,1
6493,0
6494,1
6495,1
6496,0
6497,0
6498,1
6499,0
6500,1
6501,1
6502,0
6503,0
6504,0
6505,1
6506,0
6507,0
6508,1
6509,1
6510,0
6511,1
6512,0
6513,0
6514,0
6515,0
6516,0
6517,1
6518,1
6519,0
6520,1
6521,1
6522,1
6523,0
6524,0
6525,1
6526,0
6527,0
6528,1
6529,1
6530,0
6531,1
6532,0
6533,0
6534,0
6535,0
6536,1
6537,1
6538,0
6539,1
6540,0
6541,1
6542,0
6543,1
6544,0
6545,1
6546,0
6547,1
6548,1
6549,0
6550,1
6551,1
6552,0
6553,0
6554,0
6555,0
6556,0
6557,0
6558,0
6559,0
6560,1
6561,1
6562,0
6563,1
6564,1
6565,1
6566,0
6567,0
6568,1
6569,1
6570,0
6571,0
6572,1
6573,1
6574,0
6575,0
6576,0
6577,1
6578,0
6579,0
6580,1
6581,0
6582,1
6583,0
6584,0
6585,0
6586,1
6587,0
6588,0
6589,1
6590,1
6591,1
6592,0
6593,0
6594,0
6595,0
6596,0
6597,1
6598,1
6599,0
6600,1
6601,0
6602,1
6603,1
6604,1
6605,0
6606,1
6607,1
6608,0
6609,0
6610,1
6611,0
6612,1
6613,1
6614,0
6615,1
6616,1
6617,1
6618,0
6619,1
6620,0
6621,1
6622,1
6623,1
6624,0
6625,0
6626,0
6627,1
6628,0
6629,1
6630,0
6631,1
6632,1
6633,0
6634,1
6635,0
6636,1
6637,0
6638,0
6639,1
6640,1
6641,1
6642,1
6643,1
6644,1
6645,0
6646,1
6647,1
6648,1
6649,0
6650,1
6651,0
6652,0
6653,0
6654,1
6655,1
6656,1
6657,1
6658,1
6659,0
6660,1
6661,0
6662,0
6663,1
6664,1
6665,1
6666,0
6667,0
6668,0
6669,1
6670,1
6671,1
6672,1
6673,0
6674,0
6675,0
6676,0
6677,1
6678,1
6679,0
6680,1
6681,0
6682,1
6683,0
6684,0
6685,0
6686,1
6687,1
6688,1
6689,0
6690,0
6691,1
6692,1
6693,1
6694,0
6695,1
6696,0
6697,1
6698,0
6699,0
6700,1
6701,1
6702,0
6703,0
6704,0
6705,1
6706,1
6707,0
6708,0
6709,1
6710,0
6711,1
6712,0
6713,1
6714,0
6715,1
6716,1
6717,0
6718,0
6719,0
6720,1
6721,0
6722,1
6723,1
6724,0
6725,0
6726,0
6727,0
6728,1
6729,1
6730,0
6731,0
6732,0
6733,0
6734,1
6735,1
6736,1
6737,0
6738,1
6739,0
6740,0
6741,0
6742,0
6743,1
6744,0
6745,0
6746,1
6747,1
6748,0
6749,1
6750,0
6751,1
6752,1
6753,0
6754,1
6755,1
6756,1
6757,1
6758,1
6759,0
6760,1
6761,1
6762,1
6763,0
6764,1
6765,1
6766,1
6767,1
6768,0
6769,1
6770,0
6771,0
6772,0
6773,0
6774,1
6775,0
6776,1
6777,0
6778,0
6779,0
6780,1
6781,0
6782,0
6783,1
6784,1
6785,1
6786,1
6787,0
6788,0
6789,0
6790,0
6791,1
6792,0
6793,1
6794,0
6795,0
6796,0
6797,1
6798,1
6799,0
6800,0
6801,1
6802,0
6803,0
6804,0
6805,1
6806,0
6807,0
6808,0
6809,0
6810,1
6811,0
6812,0
6813,0
6814,1
6815,0
6816,1
6817,1
6818,1
6819,0
6820,0
6821,1
6822,1
6823,1
6824,1
6825,1
6826,0
6827,0
6828,0
6829,0
6830,0
6831,0
6832,0
6833,1
6834,1
6835,1
6836,0
6837,1
6838,0
6839,1
6840,1
6841,1
6842,1
6843,1
6844,1
6845,1
6846,1
6847,1
6848,0
6849,0
6850,0
6851,1
6852,1
6853,1
6854,0
6855,0
6856,0
6857,1
6858,1
6859,1
6860,1
6861,1
6862,0
6863,0
6864,0
6865,1
6866,1
6867,1
6868,1
6869,0
6870,1
6871,1
6872,1
6873,0
6874,0
6875,1
6876,0
6877,1
6878,1
6879,1
6880,1
6881,0
6882,1
6883,0
6884,0
6885,1
6886,0
6887,0
6888,0
6889,0
6890,1
6891,0
6892,1
6893,0
6894,0
6895,1
6896,1
6897,0
6898,1
6899,1
6900,0
6901,1
6902,1
6903,1
6904,1
6905,1
6906,1
6907,0
6908,0
6909,1
6910,0
6911,1
6912,1
6913,1
6914,1
6915,1
6916,1
6917,1
6918,0
6919,1
6920,1
6921,1
6922,1
6923,0
6924,0
6925,1
6926,0
6927,0
6928,1
6929,0
6930,0
6931,0
6932,1
6933,1
6934,0
6935,0
6936,1
6937,0
6938,0
6939,0
6940,0
6941,1
6942,0
6943,1
6944,1
6945,0
6946,1
6947,1
6948,0
6949,0
6950,0
6951,1
6952,1
6953,1
6954,1
6955,0
6956,1
6957,0
6958,1
6959,0
6960,1
6961,0
6962,1
6963,0
6964,0
6965,0
6966,0
6967,1
6968,0
6969,1
6970,0
6971,1
6972,0
6973,1
6974,1
6975,0
6976,1
